FIN_YEAR,Year,MONTH,Date,QUARTER,STATE,FG,DISTRICT,RAINFALL,COMPANY,VALUE
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Barnala,14.1,ABC Manufacturing,0
2014-2015,2014,Jul,1-Jul-2014,Q2,Himachal Pradesh,Herbicides,Sirmaur,203.6,ABC Manufacturing,49.95
2014-2015,2014,Aug,1-Aug-2014,Q2,Himachal Pradesh,Herbicides,Una,146.7,ABC Manufacturing,0
2014-2015,2014,Sep,1-Sep-2014,Q2,Himachal Pradesh,Herbicides,Mandi,84.6,ABC Manufacturing,4.725
2014-2015,2014,Oct,1-Oct-2014,Q3,Himachal Pradesh,Herbicides,Hamirpur,19.3,ABC Manufacturing,495.45
2014-2015,2014,Nov,1-Nov-2014,Q3,Himachal Pradesh,Herbicides,Chamba,4.5,ABC Manufacturing,275.4
2014-2015,2014,Nov,1-Nov-2014,Q3,Himachal Pradesh,Herbicides,Solan,4.5,ABC Manufacturing,648
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Herbicides,Nawanshahr,0.7,ABC Manufacturing,348.165
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Herbicides,Mansa,0.7,ABC Manufacturing,132.03
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Herbicides,Barnala,0.7,ABC Manufacturing,37.935
2014-2015,2014,Jun,1-Jun-2014,Q1,Punjab,Herbicides,Nawanshahr,20.6,ABC Manufacturing,8.1
2014-2015,2014,Jun,1-Jun-2014,Q1,Punjab,Herbicides,Mansa,20.6,ABC Manufacturing,45.9
2014-2015,2014,Jun,1-Jun-2014,Q1,Punjab,Herbicides,Sangrur,20.6,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Mansa,41.9,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Sangrur,41.9,ABC Manufacturing,189
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Moradabad,10.85,ABC Manufacturing,698.49
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Aligarh,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Pilibhit,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Farrukhabad,10.85,ABC Manufacturing,14.715
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Pratapgarh,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Bahraich,10.85,ABC Manufacturing,17.955
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Gorakhpur,10.85,ABC Manufacturing,130.815
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Kanshiram Nagar,10.85,ABC Manufacturing,0
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Herbicides,Fatehgarh Sahib,68.5,ABC Manufacturing,1.215
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Herbicides,Amritsar,68.5,ABC Manufacturing,13.5
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Kushi Nagar,109.55,ABC Manufacturing,2471.58
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Sant Ravidas Nagar,109.55,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Azamgarh,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Mau,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Chandauli,10.85,ABC Manufacturing,11.88
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Varanasi,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Etah,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Amethi,10.85,ABC Manufacturing,0.54
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Herbicides,Gurdaspur,68.5,ABC Manufacturing,10.26
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Herbicides,Kapurthala,68.5,ABC Manufacturing,18.09
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Herbicides,Jalandhar,68.5,ABC Manufacturing,0
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Herbicides,Hoshiarpur,68.5,ABC Manufacturing,38.745
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Herbicides,Nawanshahr,68.5,ABC Manufacturing,70.875
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Herbicides,Ludhiana,68.5,ABC Manufacturing,11.745
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Herbicides,Moga,68.5,ABC Manufacturing,3.105
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Herbicides,Muktsar,68.5,ABC Manufacturing,18.9
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Herbicides,Bathinda,68.5,ABC Manufacturing,0
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Herbicides,Mansa,68.5,ABC Manufacturing,0
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Herbicides,Patiala,68.5,ABC Manufacturing,0
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Herbicides,Tarn Taran,68.5,ABC Manufacturing,0
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Herbicides,Sangrur,68.5,ABC Manufacturing,0
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Herbicides,Barnala,68.5,ABC Manufacturing,0
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Herbicides,Tarn Taran,76.3,ABC Manufacturing,19.44
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Muzaffarnagar,109.55,ABC Manufacturing,773.82
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Bijnor,109.55,ABC Manufacturing,14.85
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Moradabad,109.55,ABC Manufacturing,8080.56
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Rampur,109.55,ABC Manufacturing,7432.29
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Jyotiba Phule Nagar,109.55,ABC Manufacturing,1784.025
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Meerut,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Baghpat,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Ghaziabad,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Gautam Buddha Nagar,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Bulandshahr,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Mahamaya Nagar,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Mathura,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Agra,109.55,ABC Manufacturing,121.905
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Firozabad,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Mainpuri,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Budaun,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Bareilly,109.55,ABC Manufacturing,4930.065
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Pilibhit,109.55,ABC Manufacturing,8296.965
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Shahjahanpur,109.55,ABC Manufacturing,435.51
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Sitapur,109.55,ABC Manufacturing,34.56
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Hardoi,109.55,ABC Manufacturing,1219.05
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Unnao,109.55,ABC Manufacturing,244.35
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Lucknow,109.55,ABC Manufacturing,217.35
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Rae Bareli,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Farrukhabad,109.55,ABC Manufacturing,3146.04
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Kannauj,109.55,ABC Manufacturing,2430
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Etawah,109.55,ABC Manufacturing,2244.105
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Auraiya,109.55,ABC Manufacturing,621
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Kanpur Dehat,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Jalaun,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Jhansi,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Lalitpur,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Hamirpur,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Mahoba,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Banda,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Chitrakoot,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Fatehpur,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Pratapgarh,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Kaushambi,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Barabanki,109.55,ABC Manufacturing,10109.475
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Faizabad,109.55,ABC Manufacturing,54
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Ambedkar Nagar,109.55,ABC Manufacturing,338.04
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Sultanpur,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Bahraich,109.55,ABC Manufacturing,22.275
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Shravasti,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Balrampur,109.55,ABC Manufacturing,3.915
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Gonda,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Siddharth Nagar,109.55,ABC Manufacturing,112.32
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Basti,109.55,ABC Manufacturing,6.48
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Maharajganj,109.55,ABC Manufacturing,3.78
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Gorakhpur,109.55,ABC Manufacturing,35.1
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Deoria,109.55,ABC Manufacturing,1949.13
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Azamgarh,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Mau,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Ballia,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Jaunpur,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Ghazipur,109.55,ABC Manufacturing,10.8
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Chandauli,109.55,ABC Manufacturing,391.5
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Varanasi,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Mirzapur,109.55,ABC Manufacturing,0
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Herbicides,Mansa,105.8,ABC Manufacturing,0
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Herbicides,Patiala,105.8,ABC Manufacturing,246.375
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Herbicides,Tarn Taran,105.8,ABC Manufacturing,6.885
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Herbicides,Rupnagar,105.8,ABC Manufacturing,1174.23
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Herbicides,S.A.S Nagar,105.8,ABC Manufacturing,0
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Herbicides,Sangrur,105.8,ABC Manufacturing,153.9
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Herbicides,Barnala,105.8,ABC Manufacturing,13.365
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Gurdaspur,20.8,ABC Manufacturing,115.965
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Kapurthala,20.8,ABC Manufacturing,3.375
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Bahraich,34.9,ABC Manufacturing,19.035
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Shravasti,34.9,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Balrampur,34.9,ABC Manufacturing,15.39
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Gonda,34.9,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Basti,34.9,ABC Manufacturing,138.645
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Sant Kabeer Nagar,34.9,ABC Manufacturing,306.585
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Maharajganj,34.9,ABC Manufacturing,1862.595
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Kushi Nagar,34.9,ABC Manufacturing,1915.65
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Deoria,34.9,ABC Manufacturing,932.85
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Azamgarh,34.9,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Mau,34.9,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Ballia,34.9,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Jaunpur,34.9,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Ghazipur,34.9,ABC Manufacturing,518.4
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Chandauli,34.9,ABC Manufacturing,97.74
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Varanasi,34.9,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Sant Ravidas Nagar,34.9,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Mirzapur,34.9,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Etah,34.9,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Kanshiram Nagar,34.9,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Amethi,34.9,ABC Manufacturing,22.545
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Hoshiarpur,20.8,ABC Manufacturing,45.765
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Nawanshahr,20.8,ABC Manufacturing,32.535
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Fatehgarh Sahib,20.8,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Ludhiana,20.8,ABC Manufacturing,96.93
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Moga,20.8,ABC Manufacturing,137.43
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Firozepur,20.8,ABC Manufacturing,142.29
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Muktsar,20.8,ABC Manufacturing,161.055
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Faridkot,20.8,ABC Manufacturing,73.035
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Bathinda,20.8,ABC Manufacturing,46.17
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Mansa,20.8,ABC Manufacturing,11.475
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Amritsar,20.8,ABC Manufacturing,38.475
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Tarn Taran,20.8,ABC Manufacturing,22.41
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,S.A.S Nagar,20.8,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Sangrur,20.8,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Barnala,20.8,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Etah,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Kanshiram Nagar,109.55,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttar Pradesh,Herbicides,Amethi,109.55,ABC Manufacturing,0
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Gurdaspur,14.1,ABC Manufacturing,0
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Moga,14.1,ABC Manufacturing,68.31
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Patiala,14.1,ABC Manufacturing,46.17
2014-2015,2014,Sep,1-Sep-2014,Q2,Uttar Pradesh,Herbicides,Bulandshahr,95.7,ABC Manufacturing,184.68
2014-2015,2014,Apr,1-Apr-2014,Q1,Haryana,Herbicides,Ambala,7.5,ABC Manufacturing,13.905
2014-2015,2014,Apr,1-Apr-2014,Q1,Haryana,Herbicides,Sirsa,7.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Haryana,Herbicides,Mewat,7.5,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Haryana,Herbicides,Sonipat,20.3,ABC Manufacturing,298.215
2014-2015,2014,May,1-May-2014,Q1,Haryana,Herbicides,Faridabad,20.3,ABC Manufacturing,13.5
2014-2015,2014,Jun,1-Jun-2014,Q1,Haryana,Herbicides,Panipat,25.9,ABC Manufacturing,98.55
2014-2015,2014,Jun,1-Jun-2014,Q1,Haryana,Herbicides,Rewari,25.9,ABC Manufacturing,5.535
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Gurdaspur,17.7,ABC Manufacturing,0
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Kapurthala,17.7,ABC Manufacturing,1916.46
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Jalandhar,17.7,ABC Manufacturing,4276.665
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Hoshiarpur,17.7,ABC Manufacturing,1936.845
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Nawanshahr,17.7,ABC Manufacturing,661.5
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Ludhiana,17.7,ABC Manufacturing,0
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Moga,17.7,ABC Manufacturing,0
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Firozepur,17.7,ABC Manufacturing,7.83
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Muktsar,17.7,ABC Manufacturing,0.945
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Faridkot,17.7,ABC Manufacturing,0
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Bathinda,17.7,ABC Manufacturing,0
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Mansa,17.7,ABC Manufacturing,0
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Patiala,17.7,ABC Manufacturing,0
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Amritsar,17.7,ABC Manufacturing,0
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Tarn Taran,17.7,ABC Manufacturing,0
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,S.A.S Nagar,17.7,ABC Manufacturing,0
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Sangrur,17.7,ABC Manufacturing,0
2014-2015,2015,Jan,1-Jan-2015,Q4,Punjab,Herbicides,Barnala,17.7,ABC Manufacturing,0
2014-2015,2014,Jul,1-Jul-2014,Q2,Uttar Pradesh,Herbicides,Meerut,188.05,ABC Manufacturing,0
2014-2015,2014,Jul,1-Jul-2014,Q2,Uttar Pradesh,Herbicides,Baghpat,188.05,ABC Manufacturing,0
2014-2015,2014,Jul,1-Jul-2014,Q2,Uttar Pradesh,Herbicides,Ghaziabad,188.05,ABC Manufacturing,0
2014-2015,2014,Jul,1-Jul-2014,Q2,Uttar Pradesh,Herbicides,Gautam Buddha Nagar,188.05,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Punjab,Herbicides,Rupnagar,20.8,ABC Manufacturing,0
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Herbicides,Jalandhar,105.8,ABC Manufacturing,5877.36
2014-2015,2014,Oct,1-Oct-2014,Q3,Uttar Pradesh,Herbicides,Maharajganj,44.65,ABC Manufacturing,764.505
2014-2015,2014,Oct,1-Oct-2014,Q3,Uttar Pradesh,Herbicides,Gorakhpur,44.65,ABC Manufacturing,907.47
2014-2015,2014,Oct,1-Oct-2014,Q3,Uttar Pradesh,Herbicides,Kushi Nagar,44.65,ABC Manufacturing,1266.705
2014-2015,2014,Oct,1-Oct-2014,Q3,Uttar Pradesh,Herbicides,Deoria,44.65,ABC Manufacturing,1059.075
2014-2015,2014,Oct,1-Oct-2014,Q3,Uttar Pradesh,Herbicides,Azamgarh,44.65,ABC Manufacturing,0
2014-2015,2014,Oct,1-Oct-2014,Q3,Uttar Pradesh,Herbicides,Mau,44.65,ABC Manufacturing,0
2014-2015,2014,Oct,1-Oct-2014,Q3,Uttar Pradesh,Herbicides,Ballia,44.65,ABC Manufacturing,0
2014-2015,2014,Oct,1-Oct-2014,Q3,Uttar Pradesh,Herbicides,Jaunpur,44.65,ABC Manufacturing,0
2014-2015,2014,Oct,1-Oct-2014,Q3,Uttar Pradesh,Herbicides,Chandauli,44.65,ABC Manufacturing,52.245
2014-2015,2014,Oct,1-Oct-2014,Q3,Uttar Pradesh,Herbicides,Varanasi,44.65,ABC Manufacturing,0
2014-2015,2014,Oct,1-Oct-2014,Q3,Uttar Pradesh,Herbicides,Sant Ravidas Nagar,44.65,ABC Manufacturing,0
2014-2015,2014,Oct,1-Oct-2014,Q3,Uttar Pradesh,Herbicides,Mirzapur,44.65,ABC Manufacturing,0
2014-2015,2014,Oct,1-Oct-2014,Q3,Uttar Pradesh,Herbicides,Sonbhadra,44.65,ABC Manufacturing,0
2014-2015,2014,Oct,1-Oct-2014,Q3,Uttar Pradesh,Herbicides,Etah,44.65,ABC Manufacturing,0
2014-2015,2014,Oct,1-Oct-2014,Q3,Uttar Pradesh,Herbicides,Kanshiram Nagar,44.65,ABC Manufacturing,0
2014-2015,2014,Oct,1-Oct-2014,Q3,Uttar Pradesh,Herbicides,Amethi,44.65,ABC Manufacturing,0
2014-2015,2015,Mar,1-Mar-2015,Q4,Uttar Pradesh,Herbicides,Rampur,57.5,ABC Manufacturing,11008.035
2014-2015,2015,Mar,1-Mar-2015,Q4,Uttar Pradesh,Herbicides,Firozabad,57.5,ABC Manufacturing,0
2014-2015,2015,Mar,1-Mar-2015,Q4,Uttar Pradesh,Herbicides,Rae Bareli,57.5,ABC Manufacturing,48.6
2014-2015,2014,Sep,1-Sep-2014,Q2,Uttar Pradesh,Herbicides,Agra,95.7,ABC Manufacturing,1281.015
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Muzaffarnagar,34.9,ABC Manufacturing,154.845
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Moradabad,34.9,ABC Manufacturing,680.67
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Rampur,34.9,ABC Manufacturing,455.76
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Jyotiba Phule Nagar,34.9,ABC Manufacturing,343.98
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Meerut,34.9,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Baghpat,34.9,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Gautam Buddha Nagar,34.9,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Uttar Pradesh,Herbicides,Bulandshahr,34.9,ABC Manufacturing,0
