FIN_YEAR,Year,MONTH,Date,QUARTER,STATE,FG,DISTRICT,RAINFALL,COMPANY,VALUE
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Herbicides,Ludhiana,0.7,ABC Manufacturing,973.08
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Herbicides,Moga,0.7,ABC Manufacturing,417.15
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Herbicides,Firozepur,0.7,ABC Manufacturing,974.295
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Herbicides,Muktsar,0.7,ABC Manufacturing,246.78
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Herbicides,Faridkot,0.7,ABC Manufacturing,198.18
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Herbicides,Bathinda,0.7,ABC Manufacturing,66.96
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Herbicides,Patiala,0.7,ABC Manufacturing,334.935
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Herbicides,Amritsar,0.7,ABC Manufacturing,250.425
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Herbicides,Tarn Taran,0.7,ABC Manufacturing,333.045
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Herbicides,S.A.S Nagar,0.7,ABC Manufacturing,202.365
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Herbicides,Sangrur,0.7,ABC Manufacturing,56.43
2014-2015,2014,Jun,1-Jun-2014,Q1,Punjab,Herbicides,Rupnagar,20.6,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Punjab,Herbicides,Barnala,20.6,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Rae Bareli,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Etawah,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Kanpur Dehat,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Kanpur Nagar,3.5,ABC Manufacturing,6.075
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Jalaun,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Lalitpur,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Fatehpur,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Pratapgarh,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Allahabad,3.5,ABC Manufacturing,41.85
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Barabanki,3.5,ABC Manufacturing,116.91
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Faizabad,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Sultanpur,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Bahraich,3.5,ABC Manufacturing,9.585
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Shravasti,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Balrampur,3.5,ABC Manufacturing,49.005
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Gonda,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Siddharth Nagar,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Basti,3.5,ABC Manufacturing,37.935
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Sant Kabeer Nagar,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Maharajganj,3.5,ABC Manufacturing,141.075
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Gorakhpur,3.5,ABC Manufacturing,15.93
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Kushi Nagar,3.5,ABC Manufacturing,444.42
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Deoria,3.5,ABC Manufacturing,59.535
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Mau,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Chandauli,3.5,ABC Manufacturing,0.675
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Varanasi,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Etah,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Kanshiram Nagar,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Herbicides,Amethi,3.5,ABC Manufacturing,1.08
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Herbicides,Kapurthala,6,ABC Manufacturing,684.315
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Herbicides,Jalandhar,6,ABC Manufacturing,1802.79
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Herbicides,Hoshiarpur,6,ABC Manufacturing,821.34
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Herbicides,Nawanshahr,6,ABC Manufacturing,333.855
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Herbicides,Fatehgarh Sahib,6,ABC Manufacturing,204.795
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Herbicides,Moga,6,ABC Manufacturing,2737.935
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Herbicides,Firozepur,6,ABC Manufacturing,1344.87
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Herbicides,Muktsar,6,ABC Manufacturing,1347.165
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Herbicides,Faridkot,6,ABC Manufacturing,1187.595
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Herbicides,Mansa,6,ABC Manufacturing,392.85
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Herbicides,Amritsar,6,ABC Manufacturing,340.605
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Herbicides,Tarn Taran,6,ABC Manufacturing,87.75
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Herbicides,Rupnagar,6,ABC Manufacturing,54
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Herbicides,S.A.S Nagar,6,ABC Manufacturing,155.25
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Herbicides,Sangrur,6,ABC Manufacturing,48.87
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Herbicides,Barnala,6,ABC Manufacturing,9.315
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Gurdaspur,41.9,ABC Manufacturing,672.03
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Kapurthala,41.9,ABC Manufacturing,884.79
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Hoshiarpur,41.9,ABC Manufacturing,1427.895
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Nawanshahr,41.9,ABC Manufacturing,148.095
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Fatehgarh Sahib,41.9,ABC Manufacturing,1411.83
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Ludhiana,41.9,ABC Manufacturing,0.405
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Moga,41.9,ABC Manufacturing,1.755
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Firozepur,41.9,ABC Manufacturing,3791.88
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Muktsar,41.9,ABC Manufacturing,577.125
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Faridkot,41.9,ABC Manufacturing,1.89
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Bathinda,41.9,ABC Manufacturing,1.215
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Amritsar,41.9,ABC Manufacturing,1655.91
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Tarn Taran,41.9,ABC Manufacturing,907.065
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Rupnagar,41.9,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,S.A.S Nagar,41.9,ABC Manufacturing,611.685
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Herbicides,Barnala,41.9,ABC Manufacturing,75.465
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Herbicides,Rupnagar,76.3,ABC Manufacturing,0
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Herbicides,S.A.S Nagar,76.3,ABC Manufacturing,0
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Herbicides,Barnala,76.3,ABC Manufacturing,0
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Herbicides,Kapurthala,105.8,ABC Manufacturing,2099.79
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Herbicides,Hoshiarpur,105.8,ABC Manufacturing,2049.975
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Herbicides,Nawanshahr,105.8,ABC Manufacturing,696.465
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Saharanpur,10.85,ABC Manufacturing,11.07
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Muzaffarnagar,10.85,ABC Manufacturing,542.025
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Bijnor,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Rampur,10.85,ABC Manufacturing,301.185
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Meerut,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Baghpat,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Ghaziabad,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Gautam Buddha Nagar,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Bulandshahr,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Mahamaya Nagar,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Mathura,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Agra,10.85,ABC Manufacturing,81
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Firozabad,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Mainpuri,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Budaun,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Bareilly,10.85,ABC Manufacturing,80.055
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Kheri,10.85,ABC Manufacturing,271.485
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Sitapur,10.85,ABC Manufacturing,53.325
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Hardoi,10.85,ABC Manufacturing,1.08
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Unnao,10.85,ABC Manufacturing,0.135
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Lucknow,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Rae Bareli,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Kannauj,10.85,ABC Manufacturing,80.19
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Etawah,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Kanpur Dehat,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Kanpur Nagar,10.85,ABC Manufacturing,3.105
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Hamirpur,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Banda,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Fatehpur,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Kaushambi,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Allahabad,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Barabanki,10.85,ABC Manufacturing,29.565
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Faizabad,10.85,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Herbicides,Ambedkar Nagar,10.85,ABC Manufacturing,13.23
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Herbicides,Ambala,34.8,ABC Manufacturing,3.51
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Herbicides,Yamunanagar,34.8,ABC Manufacturing,96.525
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Herbicides,Kurukshetra,34.8,ABC Manufacturing,96.12
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Herbicides,Karnal,34.8,ABC Manufacturing,35.235
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Herbicides,Panipat,34.8,ABC Manufacturing,1.89
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Herbicides,Sonipat,34.8,ABC Manufacturing,2.565
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Herbicides,Jind,34.8,ABC Manufacturing,543.375
2014-2015,2014,Nov,1-Nov-2014,Q3,Haryana,Herbicides,Palwal,0.2,ABC Manufacturing,405
2014-2015,2014,Sep,1-Sep-2014,Q2,Uttar Pradesh,Herbicides,Mathura,95.7,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Saharanpur,5.65,ABC Manufacturing,387.45
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Muzaffarnagar,5.65,ABC Manufacturing,566.055
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Bijnor,5.65,ABC Manufacturing,1970.73
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Moradabad,5.65,ABC Manufacturing,4629.69
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Rampur,5.65,ABC Manufacturing,2640.33
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Jyotiba Phule Nagar,5.65,ABC Manufacturing,1559.655
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Meerut,5.65,ABC Manufacturing,7.56
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Baghpat,5.65,ABC Manufacturing,6.885
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Gautam Buddha Nagar,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Bulandshahr,5.65,ABC Manufacturing,5.265
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Aligarh,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Mahamaya Nagar,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Mathura,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Agra,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Mainpuri,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Budaun,5.65,ABC Manufacturing,569.7
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Bareilly,5.65,ABC Manufacturing,4602.015
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Shahjahanpur,5.65,ABC Manufacturing,1039.095
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Kheri,5.65,ABC Manufacturing,6824.115
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Sitapur,5.65,ABC Manufacturing,561.735
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Hardoi,5.65,ABC Manufacturing,105.705
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Unnao,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Lucknow,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Rae Bareli,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Farrukhabad,5.65,ABC Manufacturing,47.25
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Kannauj,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Etawah,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Kanpur Dehat,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Kanpur Nagar,5.65,ABC Manufacturing,12.285
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Jalaun,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Jhansi,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Lalitpur,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Hamirpur,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Mahoba,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Banda,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Chitrakoot,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Pratapgarh,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Kaushambi,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Allahabad,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Barabanki,5.65,ABC Manufacturing,2789.37
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Faizabad,5.65,ABC Manufacturing,1331.37
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Ambedkar Nagar,5.65,ABC Manufacturing,822.15
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Sultanpur,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Bahraich,5.65,ABC Manufacturing,1125.765
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Shravasti,5.65,ABC Manufacturing,68.85
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Gonda,5.65,ABC Manufacturing,643.005
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Siddharth Nagar,5.65,ABC Manufacturing,199.665
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Basti,5.65,ABC Manufacturing,181.845
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Sant Kabeer Nagar,5.65,ABC Manufacturing,4.86
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Maharajganj,5.65,ABC Manufacturing,137.835
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Gorakhpur,5.65,ABC Manufacturing,203.58
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Deoria,5.65,ABC Manufacturing,388.26
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Azamgarh,5.65,ABC Manufacturing,35.1
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Mau,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Ballia,5.65,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Jaunpur,5.65,ABC Manufacturing,0
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Herbicides,Fatehgarh Sahib,105.8,ABC Manufacturing,809.73
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Herbicides,Ludhiana,105.8,ABC Manufacturing,6720.03
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Herbicides,Firozepur,105.8,ABC Manufacturing,115.425
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Herbicides,Muktsar,105.8,ABC Manufacturing,13.77
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Herbicides,Faridkot,105.8,ABC Manufacturing,0.27
2014-2015,2014,Dec,1-Dec-2014,Q3,Uttar Pradesh,Herbicides,Bijnor,12.35,ABC Manufacturing,1506.33
2014-2015,2014,Dec,1-Dec-2014,Q3,Uttar Pradesh,Herbicides,Aligarh,12.35,ABC Manufacturing,0
2014-2015,2014,Dec,1-Dec-2014,Q3,Uttar Pradesh,Herbicides,Bareilly,12.35,ABC Manufacturing,5902.065
2014-2015,2014,Sep,1-Sep-2014,Q2,Uttar Pradesh,Herbicides,Jyotiba Phule Nagar,95.7,ABC Manufacturing,7124.49
2014-2015,2014,Jul,1-Jul-2014,Q2,Uttarakhand,Herbicides,Pauri Garhwal,462.7,ABC Manufacturing,31.05
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttarakhand,Herbicides,Dehradun,264.2,ABC Manufacturing,56.7
2014-2015,2014,Aug,1-Aug-2014,Q2,Uttarakhand,Herbicides,Udam Singh Nagar,264.2,ABC Manufacturing,868.725
2014-2015,2014,Sep,1-Sep-2014,Q2,Uttarakhand,Herbicides,Pithoragarh,107.9,ABC Manufacturing,27
2014-2015,2015,Feb,1-Feb-2015,Q4,Uttar Pradesh,Herbicides,Kushi Nagar,5.65,ABC Manufacturing,2188.485
2014-2015,2015,Jan,1-Jan-2015,Q4,Uttar Pradesh,Herbicides,Muzaffarnagar,30.8,ABC Manufacturing,778.14
2014-2015,2015,Jan,1-Jan-2015,Q4,Uttar Pradesh,Herbicides,Firozabad,30.8,ABC Manufacturing,0
2014-2015,2015,Jan,1-Jan-2015,Q4,Uttar Pradesh,Herbicides,Rae Bareli,30.8,ABC Manufacturing,0
2014-2015,2015,Jan,1-Jan-2015,Q4,Uttar Pradesh,Herbicides,Etawah,30.8,ABC Manufacturing,0
2014-2015,2015,Jan,1-Jan-2015,Q4,Uttar Pradesh,Herbicides,Chitrakoot,30.8,ABC Manufacturing,0
2014-2015,2015,Jan,1-Jan-2015,Q4,Uttar Pradesh,Herbicides,Shravasti,30.8,ABC Manufacturing,13.5
2014-2015,2015,Jan,1-Jan-2015,Q4,Uttar Pradesh,Herbicides,Ballia,30.8,ABC Manufacturing,0
2014-2015,2015,Jan,1-Jan-2015,Q4,Uttar Pradesh,Herbicides,Amethi,30.8,ABC Manufacturing,0
2014-2015,2014,Dec,1-Dec-2014,Q3,Haryana,Herbicides,Kaithal,9.6,ABC Manufacturing,2.295
2014-2015,2014,Dec,1-Dec-2014,Q3,Haryana,Herbicides,Sirsa,9.6,ABC Manufacturing,0
2014-2015,2014,Dec,1-Dec-2014,Q3,Haryana,Herbicides,Gurgaon,9.6,ABC Manufacturing,0
2014-2015,2015,Feb,1-Feb-2015,Q4,Himachal Pradesh,Herbicides,Hamirpur,156.6,ABC Manufacturing,0
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Kapurthala,14.1,ABC Manufacturing,0
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Jalandhar,14.1,ABC Manufacturing,0
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Hoshiarpur,14.1,ABC Manufacturing,0
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Nawanshahr,14.1,ABC Manufacturing,0
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Ludhiana,14.1,ABC Manufacturing,46.575
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Firozepur,14.1,ABC Manufacturing,421.74
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Muktsar,14.1,ABC Manufacturing,6.615
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Faridkot,14.1,ABC Manufacturing,553.095
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Bathinda,14.1,ABC Manufacturing,177.66
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Mansa,14.1,ABC Manufacturing,7.56
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Amritsar,14.1,ABC Manufacturing,18.495
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Tarn Taran,14.1,ABC Manufacturing,0
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,Rupnagar,14.1,ABC Manufacturing,0
2014-2015,2014,Dec,1-Dec-2014,Q3,Punjab,Herbicides,S.A.S Nagar,14.1,ABC Manufacturing,0
